Feature1,Feature2,Class
-9.340063013247475,-7.020287523101291,0
-7.3745390644511195,-5.916158342221235,0
5.325769292666021,1.710936114557876,0
5.298021872230665,1.5778861359245513,0
-2.5468323254775984,10.117588010214844,0
-2.734050678847602,8.085494046745863,0
-5.797248479827827,-5.264127913358017,0
-8.009743823520218,-7.105457726988955,0
-2.6882909080689066,9.410105909294245,0
-5.7565467918106314,-6.959174612763319,0
4.244811930100892,1.8969820726497144,0
6.135337081471058,1.688544179687053,0
-8.759094155097436,-8.677101240555348,0
-5.973283955754118,-6.669474148060888,0
3.9506022130757135,1.2881735338143394,0
-5.340779900681926,-5.968847310238123,0
-6.993224118786018,-7.891106553351953,0
-6.025309851977487,-5.588361742543316,0
-7.599099575489207,-7.505217013969599,0
-2.120619018521786,11.507285645631113,0
-3.110904235282147,10.86656431270726,0
-1.271759488368611,8.556984473111532,0
-3.0951252963705054,9.34339290690845,0
-6.164018123178179,-7.273346002438792,0
-3.828166121355261,9.03439259506742,0
-2.9577404595806116,9.252841081972061,0
5.5341116107290365,1.2068471591593057,0
-6.775084945602054,-7.0247953540182895,0
-8.197719226946775,-6.270297073401194,0
-3.123520767149045,8.304497135964786,0
-6.77202375492832,-7.488701398845225,0
3.4705635711416325,1.823021851923293,0
4.746384237647288,1.4304728100381183,0
-5.801200996678324,-7.877867375935302,0
-2.036159340892535,8.368714056162926,0
-6.458654408619803,-6.896059320252717,0
3.163616292226322,3.7787441166275473,0
4.45729395781566,1.4185764435081802,0
-7.6075770586255835,-7.23503094697518,0
-3.0788965859784816,8.656458194757054,0
5.243592076772297,3.37467003049289,0
-1.5339999932703203,9.515380298138167,0
-2.5147936418817967,9.683027783790834,0
-6.733616581375543,-7.308254924268751,0
-3.6366937220057887,10.142195121451891,0
-6.33676347079305,-6.90751188414245,0
5.265810932201004,3.3430379073026426,0
-2.5004139681546023,8.776602811237337,0
-7.448455778707861,-7.8045181615059445,0
-7.050798386392805,-6.70940411052144,0
-2.8728098352666063,8.957340504477255,0
-6.87135269680895,-7.652344614617489,0
4.67035525014873,1.075916677779475,0
-6.095457017426794,-6.851237113101479,0
4.62365571863216,3.1300034649777206,0
-1.842927951009227,9.592264651837878,0
5.667029872121253,2.7815292336064403,0
-2.571837200379985,9.257409586711214,0
4.023103474708393,0.6251738995735632,0
-2.138985733111009,9.59860029463363,0
-2.602833811791921,10.340082775740512,0
-6.433918051015903,-8.680880295198582,0
4.985996165025824,2.4651839645076308,0
-0.8092402484763697,10.085829280433208,0
-5.3156658542915665,-7.710344226943231,0
-2.0123240325451532,10.084057583182172,0
-6.313569732319203,-7.3635935016797625,0
-7.7636170900732715,-7.100319122910024,0
-7.38789233723459,-7.627894697641929,0
3.1582980646767336,0.6336999089829758,0
-2.0510295082640515,8.034564903481515,0
4.215402918636322,1.470583170035047,0
-2.9736018853621378,9.476347021450218,0
-2.8222556535759047,9.013577533621676,0
5.218940408922772,2.4402606279343066,0
-1.556060989139505,9.301410293400146,0
-3.037814304802507,9.600650146953415,0
-1.1327011730332124,9.327418268211478,0
-1.2879026773676021,9.148244508778557,0
-4.235004351843347,8.336721475862667,0
5.393296309649195,2.0729959990405,0
-6.40112745935538,-6.341146520620224,0
-7.453561824225471,-6.870819524969252,0
-1.281528630579458,7.804645109507116,0
5.012527022708157,2.1396628110558567,0
-1.4878143276233518,11.102728901068247,0
2.272401182854823,2.3269403148321217,0
3.3627942738969825,0.889981237274682,0
-2.230113764707565,9.305849804880294,0
4.738893285715359,1.4507549555632226,0
3.4540639252131564,1.6484277488587582,0
-2.93849984757001,8.321865148324466,0
-2.5493555736970936,7.583511026080274,0
3.5246322998512873,1.6948594280641558,0
-7.3556371911721214,-6.97790459036015,0
-6.667834770965486,-6.846171708140983,0
-6.943937641270516,-8.092850208150752,0
-7.339102623103914,-5.997184787689195,0
-2.938442043351412,9.602839397969042,0
4.263950590756745,2.2343542252203608,0
6.488541905194651,0.6655271028472916,0
5.650258149511365,1.527412224143883,0
0.1351457239642846,7.511315799803168,0
-8.056325376922176,-6.251024184261946,0
-7.9104523178707185,-7.444981087482859,0
-1.4797845220974242,9.810988055269064,0
6.1354505727105275,3.251604641906447,0
5.709162542623284,1.764964425950766,0
-3.309236187450397,8.950761553582966,0
-3.326880019657884,7.880455771391968,0
5.072231550428441,1.2559877832182607,0
-1.0435488541311961,8.788509827711787,0
-7.26661203002943,-5.989701588089106,0
-5.759497784820226,-6.6874296634264745,0
4.349437354216952,2.4173148550279895,0
3.8866750546371307,1.8595775222387674,0
-2.6693304186193907,9.685626204648788,0
4.68018653555835,2.8680997455062927,0
-3.521301998312918,7.359429456332553,0
-1.4440256573383636,10.4669028736845,0
-3.038957826819789,9.527553561311677,0
4.583982369614506,1.8945788879719125,0
-7.555678279439857,-6.16744756114894,0
-3.5304304401834634,9.722642575497675,0
6.0230144830062535,1.293017318188912,0
-7.6457076472982,-7.48924568213351,0
-6.396697245973684,-6.2480863696589255,0
-6.841663462940635,-6.73605736174945,0
-7.533969062206373,-6.293594435657947,0
-1.5856890070053815,7.96366280637052,0
-3.5902609506526475,9.630221735142586,0
4.072070994043996,2.485713312340134,0
-2.026948670372093,7.776623705871024,0
5.6406993339965155,1.1914976115938445,0
-4.376389386081781,-6.855629923424035,0
-4.395483110405934,-5.687632190768375,0
-5.88167286900872,-7.283424360597654,0
-6.53518224680069,-5.698887959055345,0
-7.399301669354905,-9.458402443416476,0
3.9533400830743326,3.136545739104282,0
4.093330539991626,1.8755489881666558,0
-5.336739085612152,-8.111088090081207,0
-6.690956743641271,-5.941080435776801,0
-5.3919387447477565,-6.318398565357503,0
2.9297037348363073,3.0103411564727365,0
-5.96655638522241,-6.85309903897404,0
-7.607092897384942,-8.10052380408703,0
3.7175275071661833,1.1537828534419412,0
-6.622045441940833,-8.180844663663283,0
-6.029622923181677,-6.2781733561727044,0
5.31917265621045,1.26303307710335,0
-6.773082514716896,-6.2451467196633965,0
-3.495001431720577,8.730131030269524,0
-2.951046550293574,9.12517251102674,0
6.41536968546815,0.4939736655829654,0
6.125356205500651,-0.07426750183001829,0
-6.182444570358417,-7.987292863157707,0
3.6696075103198624,0.6203037949766932,0
5.992679371124827,1.5065956127379554,0
4.716957447609595,3.0288639328238816,0
5.201452306799206,1.774500550117829,0
-6.2097591532464484,-7.8240946086238345,0
2.248800270944142,0.9533683502461383,0
4.003033621957712,2.7141866352771813,0
-2.851885217133099,8.64284526220253,0
-2.424679147237423,8.300701458291146,0
-8.207978982664137,-6.7144944681792245,0
-6.683354852710407,-5.56756039893572,0
4.107042567448177,1.15390321975136,0
-6.347511056964889,-5.664236031076966,0
-5.719544678752657,-5.518348679935723,0
4.010679229257778,0.5334643873226965,0
-5.293948018050511,-5.924171533097636,0
-5.340270668550577,-6.443091971202528,0
-2.7316725198310157,11.06114832391788,0
4.6356769208369455,3.678532040453816,0
-5.520677239884154,-7.4084404823863705,0
-5.404173060108976,-8.326866699604413,0
3.8189999138184145,1.5463654890054743,0
4.901895410586577,2.9065926384165963,0
-2.055688910498283,8.031992093943643,0
-7.202371743874613,-6.173213302357435,0
2.243796547897685,1.2941893374776,0
5.204377040275599,0.8114183837643207,0
-6.017569600604725,-6.991628489781739,0
4.617442784247528,1.9152191421780145,0
-3.451257806626995,8.466290309457184,0
4.975954248733448,2.473282513561599,0
-3.092796949398755,10.052664979217639,0
4.315969983012179,2.185048862769616,0
-2.7525816024277683,8.714447931923441,0
-0.017013624452063336,8.739164699943275,0
-2.837092339565668,9.169476812057301,0
-7.2318076392708575,-6.950629146003366,0
-6.721077537991627,-5.704655580936812,0
-2.2451775417190802,10.286639628305089,0
-3.8014603181583686,9.703993933443517,0
3.926686531861969,2.1994738916858663,0
-2.253027017358472,10.207597134125447,0
-6.749084898722912,-6.665244883812082,0
4.717242566512198,2.8624331086997077,0
-7.920632409435057,-6.296676024119981,0
-0.8046055297553731,7.906173669939452,0
-2.6254266661747083,9.228999311368847,0
-7.420921680289699,-7.1082142777274635,0
4.2094511374273855,3.9816426949224315,0
-2.5732753872014666,9.550577037715511,0
-6.431046311899423,-5.322430321453704,0
5.2589620056161115,1.5976607033012324,0
4.9742058907816045,1.6831883295040921,0
-8.548256617652056,-7.325250105907289,0
4.203363972962558,3.044850057831322,0
4.351816037876823,2.4041926419516253,0
-5.88024624475848,-7.00423796809365,0
-2.996831044007713,7.578032263270204,0
-2.070721884243023,9.03390278589231,0
-7.90972226764076,-6.733477005629772,0
-1.7868162652249788,8.641452976106555,0
-3.9796871742840008,7.751516352499758,0
-8.260198208598267,-7.112708831711433,0
-7.2178139081337385,-7.4561347637526145,0
-2.684576078951441,9.505791775445106,0
-8.09333939012452,-6.016504086389659,0
-7.6045413449167665,-6.173154583355404,0
6.076308355786968,1.2692533585251875,0
-2.6924983325789476,8.994491783677613,0
5.643244728957247,2.5216329574813026,0
-6.55279498166775,-6.014750884225877,0
-7.75055046102128,-7.624865750060335,0
-7.461894253660047,-7.3420851912472305,0
-6.199340025433513,-8.038043293007252,0
-2.324487148271667,9.952201665708976,0
-2.2985967837551082,8.525810048087962,0
-1.9714294326842663,9.320675610271735,0
6.535027448337071,1.7100084118809054,0
-6.757072034200498,-7.395743627356274,0
-6.967435542786124,-4.800952894809143,0
-7.0795571142696865,-6.137206287842348,0
-1.3297575023314632,8.545110476093617,0
-1.5587737848667,8.43738247253592,0
5.709326224352291,1.9690270989965775,0
-7.611260456338512,-6.686187646794411,0
-6.007536995617486,-7.046351665596777,0
6.592986034500676,2.6601263160394093,0
-2.9900314125647296,9.71045412535761,0
4.31115402326181,0.5663591393358602,0
3.385856183799585,0.9742333076951407,0
-3.489123197834995,7.056947539064332,0
5.002874539660789,0.7995392913939341,0
-5.581686997616138,-6.234026352064093,0
-7.39759449036778,-8.66585087522221,0
4.159716553035057,2.0033103452559096,0
-2.5586613327051833,9.689105620364925,0
3.521355352016469,2.61602517790368,0
4.741667169935429,2.2795172178727547,0
-9.833450676551895,-7.403213900160443,0
-6.180177100544729,-5.7213547587660765,0
-2.0618036859837745,8.513052020408109,0
4.189138558925349,-0.02853631778480148,0
-0.6358998468352046,10.094334193912971,0
-4.125910998000764,8.784903796342855,0
3.9997243793934896,3.4569135941444387,0
4.213279199942065,1.8484515257042462,0
-4.125084410463223,9.31393381603567,0
-6.799838759718947,-6.553257187015013,0
-8.146166020096242,-5.712818875892166,0
-2.6248459054409907,8.713182432609033,0
4.530014713126166,1.7890828169248125,0
-2.255457961558177,9.481979299963754,0
4.7087849693490735,1.8405656057002353,0
-7.028940613022945,-9.44622897920836,0
3.8673367243858654,1.9152056842724294,0
-6.239571110118352,-5.191952540373156,0
3.673907911616565,1.161000212214402,0
3.938629291824025,2.949308374007653,0
4.009420382042624,3.610252091933474,0
-7.743799270325235,-6.8674551291272925,0
-5.716637595473932,-7.033190097757349,0
-6.780803146134838,-7.667867850896386,0
-6.675626810073578,-6.2029596191426535,0
-3.0201867932484774,6.460736532142423,0
5.279905454612431,2.329582267475108,0
5.359047502583539,3.7929414712533296,0
-2.1772172924837356,9.204785807977387,0
-1.9184532875424245,8.794172396943493,0
3.8792781718029623,2.54411067788293,0
-1.7638368989748745,9.107809624636932,0
6.187887057046794,1.3447269947853857,0
-8.882575605016463,-7.296901244414288,0
3.839585554620725,1.9552417156909332,0
-1.754464324984941,9.213710114185089,0
-5.293513059729959,-6.842025087556454,0
-5.928349802274739,-7.207924903515305,0
4.318126132237893,1.9406886480986374,0
-4.717478399281003,8.783699729674709,0
-6.740174725122073,-6.097643571401273,0
-6.5927633483319195,-5.554845990148558,0
-2.475478568151697,9.28287970924262,0
-5.966346573110986,-6.311757444733304,0
-3.268168321956095,8.035545291888555,0
-5.5577461989914685,-6.9271681340503335,0
-5.477417601648,-6.451855195759084,0
4.62783528326817,0.8524020332444824,0
-9.257197021078373,-6.179887681993657,0
-2.220028979144932,11.469586268109216,0
-6.744109188359475,-7.102857806427968,0
4.557365317316707,0.26796207616471523,0
3.660578605945466,2.1365300388565327,0
-3.107635203633797,8.047698237213007,0
3.7766891240612734,4.013303569937651,0
-0.44769404641635235,10.222652358791464,0
-4.086194105243747,8.21146168424748,0
6.0243837988791356,2.225203663875609,0
-6.345564234834319,-6.962699918692459,0
-2.370552439342666,7.928159829016912,0
3.649255612850844,1.62997811525402,0
5.938213326003519,0.885691515828364,0
4.048002769885009,3.247441942675102,0
-7.595171610909798,-6.342647506550745,0
-6.993209059382059,-8.327490926739037,0
-6.707207339059871,-6.633557497778629,0
-1.8744761544909803,10.123985970154544,0
-1.7496827355666422,8.722527495939785,0
-6.267000813814158,-6.962996577150812,0
-7.739065377946581,-5.463275511137144,0
-3.216823517874776,8.302112264022277,0
-6.737915400833761,-5.945391847447454,0
-5.595887757449862,-6.833231049972635,0
6.093719073349986,1.493205041228523,0
-6.700197669856337,-5.594350556765381,0
-6.868294812783536,-6.2040079796260335,0
-6.019476395278724,-7.538741674230977,0
-6.860423770185723,-8.397363453848051,0
-7.0231518605742265,-8.29534352414242,0
5.0750903645177035,1.231671434028007,0
-4.1926358152737,8.208416061702133,0
-5.748328140901524,-8.272622160414425,0
3.7631817506088083,2.6336296362922824,0
4.964637075761643,2.553737370976347,0
-1.96828910449176,9.890455295389554,0
-6.831954296528974,-8.526620979877888,0
-3.9530524391862922,6.718105175061083,0
-6.816443522343514,-6.638194608954448,0
-6.358623294546367,-6.476060426742977,0
-5.7173660805801125,-2.937778582469261,0
-7.613052357968509,-6.891115914904354,0
2.884373247523474,2.427074913382079,0
5.025589676759553,1.163279584851324,0
3.4837514690770695,0.8644047885357369,0
-0.35601516554119383,8.246938565310272,0
5.108410093133226,2.125439059748232,0
-2.5286172289404827,8.711106345364046,0
2.618876515351858,2.1431143949922147,0
-2.263114007736341,8.212006101058778,0
-3.6791144587630384,6.142023914916672,0
-4.002707401305893,6.890338545497657,0
-1.0818922587635338,8.59485137553977,0
-6.334368708125151,-5.993156985802775,0
3.256538059256491,2.874898381081006,0
-1.950870710531028,9.090291519610734,0
-3.1329665837485554,10.928317482065108,0
-3.0747739909267406,8.542970407047203,0
-1.4804286316292696,9.51597117336711,0
4.204021481246695,2.437490244767397,0
-6.787908241402905,-7.067952413339738,0
-1.0603775147150347,8.699204200289397,0
5.037275859687336,1.2257140299825198,0
-7.366449063669568,-7.5490060850051615,0
-7.309460014299123,-7.3666952629766,0
-6.7307405871975,-8.395224529525427,0
-3.152715853432893,9.94212625627956,0
-6.337122961486754,-5.621348353515878,0
-2.2751731686996024,8.765757510123873,0
-2.3133523679550687,8.03591335058329,0
4.173651444510989,0.9317167321659134,0
-6.92431359259146,-7.268854886947448,0
4.511001457539348,1.4640758786291626,0
2.978674431044179,3.5229882902690717,0
-2.6486438987337495,8.56409686334691,0
5.5651607289449325,2.1418210515509273,0
-3.3477834214999813,8.127605205914865,0
-6.961763854705317,-5.893347975793124,0
5.923959112770389,1.8029971525399482,0
-5.753109297465567,-7.853975746969203,0
-2.494924555216316,8.060346708801676,0
-7.597764849914,-7.495501919030824,0
-6.957736201264059,-7.407472930996056,0
-2.647653607036524,7.789987891908956,0
-6.535493486323205,-6.2565100662239335,0
3.2642447474417393,1.499524226289541,0
4.012786011455805,1.932252148745663,0
-5.193882999177308,-5.647381251207662,0
-6.055474827695631,-7.123590662908847,0
-7.00093586254085,-5.9520375866152575,0
-3.2940959361349904,9.66256656204218,0
-6.104691084042796,-4.860910340564683,0
5.955700676244325,2.6199136193593766,0
-0.536655446262942,7.6282981857993235,0
-1.9144432813874643,9.867701686978629,0
-3.7416288622167504,9.966748098734492,0
-6.744687660988021,-9.497222710707158,0
-2.496974074637581,7.8176205359139255,0
-6.142099127684732,-6.604860905707582,0
-3.6882374142125527,10.201965516659886,0
-1.471657678794851,8.504269729343575,0
-2.3896172546385968,8.041217187316766,0
-2.9637453417961943,8.795632850763285,0
-3.0653163698135306,8.8842258346447,0
-7.537802465288374,-4.781268362923507,0
4.519235802098266,1.6232843348177288,0
4.061765377512458,1.715161147743123,0
4.336993592429108,3.3192694784549897,0
-5.519887936114252,-6.455560993556277,0
-1.5472104339809092,8.777274158185694,0
-1.9715677201028705,9.442472376008897,0
4.467837476962629,3.411338885086434,0
-2.08370768981252,10.21153305184355,0
-7.018194814548681,-9.447545503014947,0
-9.215580809952705,-7.695420708064054,0
-6.84867910288344,-8.38518146752975,0
-6.548404431291393,-6.373306998723472,0
-7.869542504174819,-7.09059762381298,0
-2.0095125127498163,9.486288399117596,0
-6.864811181220765,-5.944615197397502,0
4.747892957207602,1.066521138786439,0
-5.046513042752821,-8.35919888137347,0
-2.8031645707169326,8.942686876340254,0
4.2406221902821395,2.880040218551017,0
-4.60553362200803,-5.939739904652649,0
3.3145974642756606,3.3192731078032125,0
-3.8107856058560814,7.161267645300752,0
-2.963992340430443,7.974479597171437,0
6.107254824555779,1.1765571143127533,0
-2.6818267573435848,9.652963268078622,0
1.398365010898981,2.2703297077489535,0
-7.00228229145889,-7.6986343989260115,0
-6.521072731261449,-7.288609111432153,0
-2.0218923860077553,10.086215993410118,0
-2.3305029062422746,10.243500912495373,0
4.615480268991945,0.5509400344345248,0
-6.476970209504109,-6.950569933741942,0
-2.426913633777326,10.079766503263674,0
-6.712833526620277,-4.89488305760459,0
-1.2315327272643253,8.422714739362492,0
-2.8715451805988526,9.756108422588449,0
-3.5743112861281228,8.709061423843654,0
-7.486950236622185,-6.452432822266017,0
-1.5218631064636483,8.938335104555799,0
-7.054338229081244,-8.12644988689682,0
-2.484978166379992,10.42650668361375,0
-5.946788298789033,-6.807749203367562,0
-3.111409683414531,9.483060384273346,0
-5.508664431021977,-9.282056537226492,0
-7.040912624812415,-5.507830679829372,0
-2.879780385453533,7.666239016258155,0
4.776625338876564,1.6491888332401548,0
5.8309695193742925,1.8263161626854312,0
-3.1323381494775147,8.458809009038067,0
-3.4495965395371035,8.453525221218461,0
7.2234524963946685,0.642943428299394,0
-7.016918259061637,-7.060212194627304,0
-7.816634172397378,-8.209514696601028,0
-7.820604452433987,-8.2684020247608,0
5.661514050055709,3.409537718184486,0
-6.6788029014767964,-7.838188972917307,0
-3.333711784580424,8.405696404958622,0
6.97289525448079,3.269097545514483,0
3.543003756844115,2.7952357619732595,0
-1.4249993790092075,9.224589168420318,0
4.651741515408886,0.9923816755271728,0
-6.225271500555053,-5.751152858092999,0
-5.935858406351948,-5.955531727413096,0
-1.2569139610961102,9.175585670861016,0
-2.161521139514414,8.52705756408477,0
-3.780149344145033,8.635706384985168,0
-4.3529912065334955,8.123968280178449,0
2.6415338690834753,1.2678529600248838,0
-3.035077298947954,9.192036234466354,0
3.551243993169063,4.774542673575711,0
-3.42551854212617,8.177365424402042,0
-2.659518083324622,8.687589915011957,0
-4.676317375893513,-6.247957963585174,0
-7.468963755736451,-6.645889179676387,0
-7.537585318816781,-8.191021600348106,0
-3.738747217505167,9.510985351434844,0
4.828509917796081,3.5812369311134606,0
4.435749067355385,5.09085081314878,0
-6.362351763789963,-6.250871412980706,0
-8.336900849350723,-5.15411159118161,0
-6.469475623437676,-7.918158174700607,0
-5.3262724920953755,-6.84031013915993,0
-6.343973139798796,-7.982194158052012,0
-1.670257122583138,8.397032941651398,0
-1.8796680388309395,8.209970368538329,0
-1.4388324628228204,10.286178550136977,0
-2.614165330616374,9.627076869781611,0
-6.130072153706141,-7.154221068656668,0
-7.361751475472739,-6.643462680603097,0
6.084222248208047,0.30076515812837945,0
6.123768989995863,1.5040389678132695,0
-3.4027926367718706,7.372906012596225,0
-1.48662719104311,11.454038534537595,0
-8.424536560744386,-9.139495851180133,0
2.845686969678665,3.0563148966014664,0
-4.644871837031445,12.152034661858316,0
-2.9202225595559232,10.03590911227136,0
3.7952015729348516,2.0349043604010286,0
-6.5442058706709005,-7.368886638189354,0
3.5225518272968666,1.9316785793633529,0
-7.458813332298201,-6.057267520059589,0
-8.387126107753021,-5.888255892768089,0
4.380940039649711,1.7853102829320124,0
-8.02783448312298,-5.041355092363833,0
-2.0585942101902113,7.144469788666157,0
-6.394033271107268,-7.751620187609104,0
-8.011132492503432,-6.864324819915296,0
-4.5276854874413885,9.159349874157703,0
4.791286226852879,1.680484224965455,0
-7.12144510368025,-5.956011464435157,0
-7.182401736276808,-6.219620610930249,0
-3.044532710068973,9.372739746407941,0
-5.861002681117459,-6.019011604269274,0
-3.6155325970587784,7.818079504117651,0
-2.099434827093253,8.153198218024752,0
-4.278247926792149,9.38103253609058,0
-5.138243535864564,-4.037515865265487,0
-2.1011447762159943,9.565083700471984,0
-1.5588900310791745,10.724899500780246,0
-7.347550913484517,-8.026659756983404,0
-3.1361646808405177,10.82673468619525,0
3.7397186083544387,1.5597209804689367,0
-4.671278926811399,-8.791075528868152,0
-7.582460004086711,-6.9743534368006985,0
3.880205818475548,2.6368160309735735,0
-1.031303578311234,8.496015909924674,0
-2.8563841181650127,9.785088348186292,0
4.05547785963207,4.425539596809456,0
-2.8879574596558433,11.096946450308119,0
-0.638232447680968,9.403900305569225,0
-6.7040849473161215,-6.004604543431537,0
-1.805757489913856,11.169214805581463,0
-6.035798416665646,-7.231444528731658,0
-3.8563239125824467,8.04267208968767,0
-1.3224630028754192,10.4506215339043,0
-7.931174749491431,-7.857863994317995,0
-2.7935822726592594,10.604868200816172,0
-1.9059501224813564,9.312444594188847,0
5.0803733323914395,1.8981426835439312,0
-2.042526641086669,10.5352923553577,0
-7.601927379104862,-7.458760647396402,0
5.619138580515064,1.7235141457218126,0
-2.488780455839832,7.548612270856227,0
5.253339001899938,1.9406657908830427,0
-8.075202519374715,-7.542626739582687,0
3.524752573564614,2.046389134253197,0
-6.958013890880663,-6.649568006425217,0
-2.56160207363022,10.718391644453813,0
5.449536366376343,2.2038814330156944,0
-5.940424339489223,-7.5513206684098355,0
-6.0872321517355354,-5.88559147724747,0
-8.59337076528051,-7.346965003675866,0
-2.844000610497252,7.220365015006358,0
-6.457658369717812,-7.70484357277831,0
-2.6367467434302845,10.525441058445669,0
5.8772486297917,1.7154451223544367,0
3.362442232382759,3.129751335534972,0
-2.2281883727709437,6.881690502043485,0
5.522275926018081,3.0006490272934236,0
-7.280800362898659,-6.021758360270557,0
3.393485337688939,0.8311836132480506,0
-3.150311883277395,11.838616719201369,0
-1.8568914714425198,7.382951017781249,0
-7.166709394266279,-7.921996525753315,0
-6.529977434003796,-6.679076089559376,0
3.758060337242682,1.3819540646983581,0
-2.1087162365464214,9.145351314414171,0
-6.281452588160703,-5.5809283406467625,0
-3.467976079239525,7.661777438757599,0
-6.9645937880394175,-8.212235358552594,0
-6.254337678609201,-6.849825956722983,0
4.9719602976449115,2.6192993599649035,0
4.902381727079935,1.189005825580899,0
-7.066598703968552,-8.284874814942947,0
5.446555238392464,-0.9699718815310012,0
5.043178440394925,0.14751168827612404,0
6.94551567359529,0.9575883042901869,0
-6.840164991847339,-7.939531000358003,0
-1.8499519546203451,9.95185626582488,0
-4.058158148106225,9.272262109419502,0
5.124613484197026,1.6713711905444792,0
-2.514757916700821,10.192798817996744,0
-9.032636629795391,-6.593008955874687,0
-1.822131827193834,10.480826987476924,0
-7.004083820865692,-6.012952704175761,0
4.757586254689059,0.30140841061256496,0
5.502633428180788,1.1430991888114952,0
-5.060550000955465,-6.412534680793789,0
-8.134028250878771,-7.545643460284626,0
4.009646762581662,0.40269463857276144,0
-6.733391912128909,-6.288820003982474,0
-1.6277900941291792,9.735421490743903,0
-7.429171781961315,-6.961097502678114,0
-2.734053604860829,8.364283547374862,0
-1.9225038215774755,8.539382471575797,0
4.556095736339037,4.227207792861851,0
-7.551846063703675,-5.624432067534846,0
-2.70006984260593,8.816090451818601,0
-3.089721072857473,9.60286453261893,0
-5.976949048452021,-6.556477120762969,0
3.8239693010795484,0.819463360310368,0
6.393073638293687,1.6080170707425188,0
0.42646027927502805,7.940958095975426,0
-7.080715126751638,-8.117062851718792,0
-6.055540610607006,-6.576955764899673,0
-7.380865148651348,-6.678222398984464,0
-1.3273065300927887,9.495194220947218,0
5.78324036643393,2.1580283380010967,0
-7.2699313402629695,-5.7826869058532395,0
-2.1566926546958705,8.443934761784641,0
-3.2276048886219475,9.909210505142763,0
-5.824572642208719,-7.214316591342396,0
-7.5406490726939825,-6.080863135758701,0
-3.067499376998781,7.914131895226626,0
